id,visitors
air_1dea9815ccd36620_2017-05-18,8.141
air_1dea9815ccd36620_2017-05-19,8.225
air_1dea9815ccd36620_2017-05-20,11.270
air_1dea9815ccd36620_2017-05-21,10.867
air_1dea9815ccd36620_2017-05-22,7.828
air_1dea9815ccd36620_2017-05-23,9.881
air_1dea9815ccd36620_2017-05-24,11.844
air_1dea9815ccd36620_2017-05-25,8.141
air_1dea9815ccd36620_2017-05-26,8.225
air_1dea9815ccd36620_2017-05-27,11.270
air_1dea9815ccd36620_2017-05-28,10.867
air_1dea9815ccd36620_2017-05-29,7.828
air_1dea9815ccd36620_2017-05-30,9.881
air_1dea9815ccd36620_2017-05-31,11.844
air_1e23210b584540e7_2017-04-23,10.050
air_1e23210b584540e7_2017-04-24,11.469
air_1e23210b584540e7_2017-04-25,9.352
air_1e23210b584540e7_2017-04-26,15.486
air_1e23210b584540e7_2017-04-27,15.484
air_1e23210b584540e7_2017-04-28,15.065
air_1e23210b584540e7_2017-04-29,15.761
air_1e23210b584540e7_2017-04-30,10.050
air_1e23210b584540e7_2017-05-01,11.469
air_1e23210b584540e7_2017-05-02,9.352
air_1e23210b584540e7_2017-05-03,15.486
air_1e23210b584540e7_2017-05-04,15.484
air_1e23210b584540e7_2017-05-05,15.065
air_1e23210b584540e7_2017-05-06,15.761
air_1e23210b584540e7_2017-05-07,10.050
air_1e23210b584540e7_2017-05-08,11.469
air_1e23210b584540e7_2017-05-09,9.352
air_1e23210b584540e7_2017-05-10,15.486
air_1e23210b584540e7_2017-05-11,15.484
air_1e23210b584540e7_2017-05-12,15.065
air_1e23210b584540e7_2017-05-13,15.761
air_1e23210b584540e7_2017-05-14,10.050
air_1e23210b584540e7_2017-05-15,11.469
air_1e23210b584540e7_2017-05-16,9.352
air_1e23210b584540e7_2017-05-17,15.486
air_1e23210b584540e7_2017-05-18,15.484
air_1e23210b584540e7_2017-05-19,15.065
air_1e23210b584540e7_2017-05-20,15.761
air_1e23210b584540e7_2017-05-21,10.050
air_1e23210b584540e7_2017-05-22,11.469
air_1e23210b584540e7_2017-05-23,9.352
air_1e23210b584540e7_2017-05-24,15.486
air_1e23210b584540e7_2017-05-25,15.484
air_1e23210b584540e7_2017-05-26,15.065
air_1e23210b584540e7_2017-05-27,15.761
air_1e23210b584540e7_2017-05-28,10.050
air_1e23210b584540e7_2017-05-29,11.469
air_1e23210b584540e7_2017-05-30,9.352
air_1e23210b584540e7_2017-05-31,15.486
air_1e665503b8474c55_2017-04-23,10.083
air_1e665503b8474c55_2017-04-24,6.368
air_1e665503b8474c55_2017-04-25,6.635
air_1e665503b8474c55_2017-04-26,5.204
air_1e665503b8474c55_2017-04-27,4.711
air_1e665503b8474c55_2017-04-28,7.397
air_1e665503b8474c55_2017-04-29,7.368
air_1e665503b8474c55_2017-04-30,10.083
air_1e665503b8474c55_2017-05-01,6.368
air_1e665503b8474c55_2017-05-02,6.635
air_1e665503b8474c55_2017-05-03,5.204
air_1e665503b8474c55_2017-05-04,4.711
air_1e665503b8474c55_2017-05-05,7.397
air_1e665503b8474c55_2017-05-06,7.368
air_1e665503b8474c55_2017-05-07,10.083
air_1e665503b8474c55_2017-05-08,6.368
air_1e665503b8474c55_2017-05-09,6.635
air_1e665503b8474c55_2017-05-10,5.204
air_1e665503b8474c55_2017-05-11,4.711
air_1e665503b8474c55_2017-05-12,7.397
air_1e665503b8474c55_2017-05-13,7.368
air_1e665503b8474c55_2017-05-14,10.083
air_1e665503b8474c55_2017-05-15,6.368
air_1e665503b8474c55_2017-05-16,6.635
air_1e665503b8474c55_2017-05-17,5.204
air_1e665503b8474c55_2017-05-18,4.711
air_1e665503b8474c55_2017-05-19,7.397
air_1e665503b8474c55_2017-05-20,7.368
air_1e665503b8474c55_2017-05-21,10.083
air_1e665503b8474c55_2017-05-22,6.368
air_1e665503b8474c55_2017-05-23,6.635
air_1e665503b8474c55_2017-05-24,5.204
air_1e665503b8474c55_2017-05-25,4.711
air_1e665503b8474c55_2017-05-26,7.397
air_1e665503b8474c55_2017-05-27,7.368
air_1e665503b8474c55_2017-05-28,10.083
air_1e665503b8474c55_2017-05-29,6.368
air_1e665503b8474c55_2017-05-30,6.635
air_1e665503b8474c55_2017-05-31,5.204
air_1eeff462acb24fb7_2017-04-23,11.185
air_1eeff462acb24fb7_2017-04-24,14.364
air_1eeff462acb24fb7_2017-04-25,13.463
air_1eeff462acb24fb7_2017-04-26,15.354
air_1eeff462acb24fb7_2017-04-27,13.741
air_1eeff462acb24fb7_2017-04-28,17.409
air_1eeff462acb24fb7_2017-04-29,14.130
air_1eeff462acb24fb7_2017-04-30,11.185
air_1eeff462acb24fb7_2017-05-01,14.364
air_1eeff462acb24fb7_2017-05-02,13.463
air_1eeff462acb24fb7_2017-05-03,15.354
air_1eeff462acb24fb7_2017-05-04,13.741
air_1eeff462acb24fb7_2017-05-05,17.409
air_1eeff462acb24fb7_2017-05-06,14.130
air_1eeff462acb24fb7_2017-05-07,11.185
air_1eeff462acb24fb7_2017-05-08,14.364
air_1eeff462acb24fb7_2017-05-09,13.463
air_1eeff462acb24fb7_2017-05-10,15.354
air_1eeff462acb24fb7_2017-05-11,13.741
air_1eeff462acb24fb7_2017-05-12,17.409
air_1eeff462acb24fb7_2017-05-13,14.130
air_1eeff462acb24fb7_2017-05-14,11.185
air_1eeff462acb24fb7_2017-05-15,14.364
air_1eeff462acb24fb7_2017-05-16,13.463
air_1eeff462acb24fb7_2017-05-17,15.354
air_1eeff462acb24fb7_2017-05-18,13.741
air_1eeff462acb24fb7_2017-05-19,17.409
air_1eeff462acb24fb7_2017-05-20,14.130
air_1eeff462acb24fb7_2017-05-21,11.185
air_1eeff462acb24fb7_2017-05-22,14.364
air_1eeff462acb24fb7_2017-05-23,13.463
air_1eeff462acb24fb7_2017-05-24,15.354
air_1eeff462acb24fb7_2017-05-25,13.741
air_1eeff462acb24fb7_2017-05-26,17.409
air_1eeff462acb24fb7_2017-05-27,14.130
air_1eeff462acb24fb7_2017-05-28,11.185
air_1eeff462acb24fb7_2017-05-29,14.364
air_1eeff462acb24fb7_2017-05-30,13.463
air_1eeff462acb24fb7_2017-05-31,15.354
air_1f1390a8be2272b3_2017-04-23,9.251
air_1f1390a8be2272b3_2017-04-24,12.200
air_1f1390a8be2272b3_2017-04-25,12.578
air_1f1390a8be2272b3_2017-04-26,12.749
air_1f1390a8be2272b3_2017-04-27,14.430
air_1f1390a8be2272b3_2017-04-28,17.691
air_1f1390a8be2272b3_2017-04-29,20.851
air_1f1390a8be2272b3_2017-04-30,9.251
air_1f1390a8be2272b3_2017-05-01,12.200
air_1f1390a8be2272b3_2017-05-02,12.578
air_1f1390a8be2272b3_2017-05-03,12.749
air_1f1390a8be2272b3_2017-05-04,14.430
air_1f1390a8be2272b3_2017-05-05,17.691
air_1f1390a8be2272b3_2017-05-06,20.851
air_1f1390a8be2272b3_2017-05-07,9.251
air_1f1390a8be2272b3_2017-05-08,12.200
air_1f1390a8be2272b3_2017-05-09,12.578
air_1f1390a8be2272b3_2017-05-10,12.749
air_1f1390a8be2272b3_2017-05-11,14.430
air_1f1390a8be2272b3_2017-05-12,17.691
air_1f1390a8be2272b3_2017-05-13,20.851
air_1f1390a8be2272b3_2017-05-14,9.251
air_1f1390a8be2272b3_2017-05-15,12.200
air_1f1390a8be2272b3_2017-05-16,12.578
air_1f1390a8be2272b3_2017-05-17,12.749
air_1f1390a8be2272b3_2017-05-18,14.430
air_1f1390a8be2272b3_2017-05-19,17.691
air_1f1390a8be2272b3_2017-05-20,20.851
air_1f1390a8be2272b3_2017-05-21,9.251
air_1f1390a8be2272b3_2017-05-22,12.200
air_1f1390a8be2272b3_2017-05-23,12.578
air_1f1390a8be2272b3_2017-05-24,12.749
air_1f1390a8be2272b3_2017-05-25,14.430
air_1f1390a8be2272b3_2017-05-26,17.691
air_1f1390a8be2272b3_2017-05-27,20.851
air_1f1390a8be2272b3_2017-05-28,9.251
air_1f1390a8be2272b3_2017-05-29,12.200
air_1f1390a8be2272b3_2017-05-30,12.578
air_1f1390a8be2272b3_2017-05-31,12.749
air_1f34e9beded2231a_2017-04-23,0.000
air_1f34e9beded2231a_2017-04-24,4.312
air_1f34e9beded2231a_2017-04-25,6.039
air_1f34e9beded2231a_2017-04-26,5.511
air_1f34e9beded2231a_2017-04-27,4.636
air_1f34e9beded2231a_2017-04-28,6.278
air_1f34e9beded2231a_2017-04-29,9.944
air_1f34e9beded2231a_2017-04-30,0.000
air_1f34e9beded2231a_2017-05-01,4.312
air_1f34e9beded2231a_2017-05-02,5.679
air_1f34e9beded2231a_2017-05-03,5.511
air_1f34e9beded2231a_2017-05-04,4.636
air_1f34e9beded2231a_2017-05-05,6.278
air_1f34e9beded2231a_2017-05-06,9.944
air_1f34e9beded2231a_2017-05-07,0.000
air_1f34e9beded2231a_2017-05-08,4.312
air_1f34e9beded2231a_2017-05-09,5.679
air_1f34e9beded2231a_2017-05-10,5.511
air_1f34e9beded2231a_2017-05-11,4.636
air_1f34e9beded2231a_2017-05-12,6.278
air_1f34e9beded2231a_2017-05-13,9.944
air_1f34e9beded2231a_2017-05-14,0.000
air_1f34e9beded2231a_2017-05-15,4.312
air_1f34e9beded2231a_2017-05-16,5.679
air_1f34e9beded2231a_2017-05-17,5.511
air_1f34e9beded2231a_2017-05-18,4.636
air_1f34e9beded2231a_2017-05-19,6.278
air_1f34e9beded2231a_2017-05-20,9.944
air_1f34e9beded2231a_2017-05-21,0.000
air_1f34e9beded2231a_2017-05-22,4.312
air_1f34e9beded2231a_2017-05-23,5.679
air_1f34e9beded2231a_2017-05-24,5.511
air_1f34e9beded2231a_2017-05-25,4.636
air_1f34e9beded2231a_2017-05-26,6.278
air_1f34e9beded2231a_2017-05-27,9.944
air_1f34e9beded2231a_2017-05-28,0.000
air_1f34e9beded2231a_2017-05-29,4.312
air_1f34e9beded2231a_2017-05-30,5.679
air_1f34e9beded2231a_2017-05-31,5.511
air_1f7f8fa557bc0d55_2017-04-23,4.125
air_1f7f8fa557bc0d55_2017-04-24,2.124
air_1f7f8fa557bc0d55_2017-04-25,3.017
air_1f7f8fa557bc0d55_2017-04-26,4.657
air_1f7f8fa557bc0d55_2017-04-27,3.486
air_1f7f8fa557bc0d55_2017-04-28,3.222
air_1f7f8fa557bc0d55_2017-04-29,3.984
air_1f7f8fa557bc0d55_2017-04-30,4.125
air_1f7f8fa557bc0d55_2017-05-01,2.124
air_1f7f8fa557bc0d55_2017-05-02,3.017
air_1f7f8fa557bc0d55_2017-05-03,4.657
air_1f7f8fa557bc0d55_2017-05-04,3.486
air_1f7f8fa557bc0d55_2017-05-05,3.222
air_1f7f8fa557bc0d55_2017-05-06,3.984
air_1f7f8fa557bc0d55_2017-05-07,4.125
air_1f7f8fa557bc0d55_2017-05-08,2.124
air_1f7f8fa557bc0d55_2017-05-09,3.017
air_1f7f8fa557bc0d55_2017-05-10,4.657
air_1f7f8fa557bc0d55_2017-05-11,3.486
air_1f7f8fa557bc0d55_2017-05-12,3.222
air_1f7f8fa557bc0d55_2017-05-13,3.984
air_1f7f8fa557bc0d55_2017-05-14,4.125
air_1f7f8fa557bc0d55_2017-05-15,2.124
air_1f7f8fa557bc0d55_2017-05-16,3.017
air_1f7f8fa557bc0d55_2017-05-17,4.657
air_1f7f8fa557bc0d55_2017-05-18,3.486
air_1f7f8fa557bc0d55_2017-05-19,3.222
air_1f7f8fa557bc0d55_2017-05-20,3.984
air_1f7f8fa557bc0d55_2017-05-21,4.125
air_1f7f8fa557bc0d55_2017-05-22,2.124
air_1f7f8fa557bc0d55_2017-05-23,3.017
air_1f7f8fa557bc0d55_2017-05-24,4.657
air_1f7f8fa557bc0d55_2017-05-25,3.486
air_1f7f8fa557bc0d55_2017-05-26,3.222
air_1f7f8fa557bc0d55_2017-05-27,3.984
air_1f7f8fa557bc0d55_2017-05-28,4.125
air_1f7f8fa557bc0d55_2017-05-29,2.124
air_1f7f8fa557bc0d55_2017-05-30,3.017
air_1f7f8fa557bc0d55_2017-05-31,4.657
air_2009041dbf9264de_2017-04-23,18.305
air_2009041dbf9264de_2017-04-24,32.836
air_2009041dbf9264de_2017-04-25,35.988
air_2009041dbf9264de_2017-04-26,36.473
air_2009041dbf9264de_2017-04-27,35.839
air_2009041dbf9264de_2017-04-28,38.699
air_2009041dbf9264de_2017-04-29,46.782
air_2009041dbf9264de_2017-04-30,18.305
air_2009041dbf9264de_2017-05-01,32.836
air_2009041dbf9264de_2017-05-02,35.988
air_2009041dbf9264de_2017-05-03,36.473
air_2009041dbf9264de_2017-05-04,35.839
air_2009041dbf9264de_2017-05-05,38.699
air_2009041dbf9264de_2017-05-06,46.782
air_2009041dbf9264de_2017-05-07,18.305
air_2009041dbf9264de_2017-05-08,32.836
air_2009041dbf9264de_2017-05-09,35.988
air_2009041dbf9264de_2017-05-10,36.473
air_2009041dbf9264de_2017-05-11,35.839
air_2009041dbf9264de_2017-05-12,38.699
air_2009041dbf9264de_2017-05-13,46.782
air_2009041dbf9264de_2017-05-14,18.305
air_2009041dbf9264de_2017-05-15,32.836
air_2009041dbf9264de_2017-05-16,35.988
air_2009041dbf9264de_2017-05-17,36.473
air_2009041dbf9264de_2017-05-18,35.839
air_2009041dbf9264de_2017-05-19,38.699
air_2009041dbf9264de_2017-05-20,46.782
air_2009041dbf9264de_2017-05-21,18.305
air_2009041dbf9264de_2017-05-22,32.836
air_2009041dbf9264de_2017-05-23,35.988
air_2009041dbf9264de_2017-05-24,36.473
air_2009041dbf9264de_2017-05-25,35.839
air_2009041dbf9264de_2017-05-26,38.699
air_2009041dbf9264de_2017-05-27,46.782
air_2009041dbf9264de_2017-05-28,18.305
air_2009041dbf9264de_2017-05-29,32.836
air_2009041dbf9264de_2017-05-30,35.988
air_2009041dbf9264de_2017-05-31,36.473
air_20619d21192aa571_2017-04-23,16.765
air_20619d21192aa571_2017-04-24,17.460
air_20619d21192aa571_2017-04-25,13.886
air_20619d21192aa571_2017-04-26,13.592
air_20619d21192aa571_2017-04-27,14.620
air_20619d21192aa571_2017-04-28,15.348
air_20619d21192aa571_2017-04-29,15.380
air_20619d21192aa571_2017-04-30,16.765
air_20619d21192aa571_2017-05-01,17.460
air_20619d21192aa571_2017-05-02,13.886
air_20619d21192aa571_2017-05-03,13.592
air_20619d21192aa571_2017-05-04,14.620
air_20619d21192aa571_2017-05-05,15.348
air_20619d21192aa571_2017-05-06,15.380
air_20619d21192aa571_2017-05-07,16.765
air_20619d21192aa571_2017-05-08,17.460
air_20619d21192aa571_2017-05-09,13.886
air_20619d21192aa571_2017-05-10,13.592
air_20619d21192aa571_2017-05-11,14.620
air_20619d21192aa571_2017-05-12,15.348
air_20619d21192aa571_2017-05-13,15.380
air_20619d21192aa571_2017-05-14,16.765
air_20619d21192aa571_2017-05-15,17.460
air_20619d21192aa571_2017-05-16,13.886
air_20619d21192aa571_2017-05-17,13.592
air_20619d21192aa571_2017-05-18,14.620
air_20619d21192aa571_2017-05-19,15.348
air_20619d21192aa571_2017-05-20,15.380
air_20619d21192aa571_2017-05-21,16.765
air_20619d21192aa571_2017-05-22,17.460
air_20619d21192aa571_2017-05-23,13.886
air_20619d21192aa571_2017-05-24,13.592
air_20619d21192aa571_2017-05-25,14.620
air_20619d21192aa571_2017-05-26,15.348
air_20619d21192aa571_2017-05-27,15.380
air_20619d21192aa571_2017-05-28,16.765
air_20619d21192aa571_2017-05-29,17.460
air_20619d21192aa571_2017-05-30,13.886
air_20619d21192aa571_2017-05-31,13.592
air_20add8092c9bb51d_2017-04-23,45.912
air_20add8092c9bb51d_2017-04-24,18.917
air_20add8092c9bb51d_2017-04-25,15.732
air_20add8092c9bb51d_2017-04-26,20.491
air_20add8092c9bb51d_2017-04-27,21.482
air_20add8092c9bb51d_2017-04-28,30.964
air_20add8092c9bb51d_2017-04-29,56.514
air_20add8092c9bb51d_2017-04-30,45.912
air_20add8092c9bb51d_2017-05-01,18.917
air_20add8092c9bb51d_2017-05-02,15.732
air_20add8092c9bb51d_2017-05-03,20.491
air_20add8092c9bb51d_2017-05-04,21.482
air_20add8092c9bb51d_2017-05-05,30.964
air_20add8092c9bb51d_2017-05-06,56.514
air_20add8092c9bb51d_2017-05-07,45.912
air_20add8092c9bb51d_2017-05-08,18.917
air_20add8092c9bb51d_2017-05-09,15.732
air_20add8092c9bb51d_2017-05-10,20.491
air_20add8092c9bb51d_2017-05-11,21.482
air_20add8092c9bb51d_2017-05-12,30.964
air_20add8092c9bb51d_2017-05-13,58.351
air_20add8092c9bb51d_2017-05-14,45.912
air_20add8092c9bb51d_2017-05-15,18.917
air_20add8092c9bb51d_2017-05-16,16.928
air_20add8092c9bb51d_2017-05-17,20.491
air_20add8092c9bb51d_2017-05-18,27.043
air_20add8092c9bb51d_2017-05-19,30.964
air_20add8092c9bb51d_2017-05-20,56.514
air_20add8092c9bb51d_2017-05-21,45.912
air_20add8092c9bb51d_2017-05-22,18.917
air_20add8092c9bb51d_2017-05-23,15.732
air_20add8092c9bb51d_2017-05-24,20.491
air_20add8092c9bb51d_2017-05-25,21.482
air_20add8092c9bb51d_2017-05-26,30.964
air_20add8092c9bb51d_2017-05-27,56.514
air_20add8092c9bb51d_2017-05-28,45.912
air_20add8092c9bb51d_2017-05-29,18.917
air_20add8092c9bb51d_2017-05-30,15.732
air_20add8092c9bb51d_2017-05-31,20.491
air_2195cd5025a98033_2017-04-23,12.663
air_2195cd5025a98033_2017-04-24,20.157
air_2195cd5025a98033_2017-04-25,27.295
air_2195cd5025a98033_2017-04-26,27.314
air_2195cd5025a98033_2017-04-27,24.466
air_2195cd5025a98033_2017-04-28,30.693
air_2195cd5025a98033_2017-04-29,19.221
air_2195cd5025a98033_2017-04-30,12.663
air_2195cd5025a98033_2017-05-01,20.157
air_2195cd5025a98033_2017-05-02,27.295
air_2195cd5025a98033_2017-05-03,27.314
air_2195cd5025a98033_2017-05-04,24.466
air_2195cd5025a98033_2017-05-05,30.693
air_2195cd5025a98033_2017-05-06,19.221
air_2195cd5025a98033_2017-05-07,12.663
air_2195cd5025a98033_2017-05-08,20.157
air_2195cd5025a98033_2017-05-09,27.295
air_2195cd5025a98033_2017-05-10,27.314
air_2195cd5025a98033_2017-05-11,24.466
air_2195cd5025a98033_2017-05-12,30.693
air_2195cd5025a98033_2017-05-13,19.221
air_2195cd5025a98033_2017-05-14,12.663
air_2195cd5025a98033_2017-05-15,20.157
air_2195cd5025a98033_2017-05-16,27.295
air_2195cd5025a98033_2017-05-17,27.314
air_2195cd5025a98033_2017-05-18,24.466
air_2195cd5025a98033_2017-05-19,30.693
air_2195cd5025a98033_2017-05-20,19.221
air_2195cd5025a98033_2017-05-21,12.663
air_2195cd5025a98033_2017-05-22,20.157
air_2195cd5025a98033_2017-05-23,27.295
air_2195cd5025a98033_2017-05-24,27.314
air_2195cd5025a98033_2017-05-25,24.466
air_2195cd5025a98033_2017-05-26,30.693
air_2195cd5025a98033_2017-05-27,19.221
air_2195cd5025a98033_2017-05-28,12.663
air_2195cd5025a98033_2017-05-29,20.157
air_2195cd5025a98033_2017-05-30,27.295
air_2195cd5025a98033_2017-05-31,27.314
air_21f5052d5330528d_2017-04-23,47.905
air_21f5052d5330528d_2017-04-24,28.446
air_21f5052d5330528d_2017-04-25,14.844
air_21f5052d5330528d_2017-04-26,20.890
air_21f5052d5330528d_2017-04-27,27.497
air_21f5052d5330528d_2017-04-28,33.524
air_21f5052d5330528d_2017-04-29,45.164
air_21f5052d5330528d_2017-04-30,47.905
air_21f5052d5330528d_2017-05-01,28.446
air_21f5052d5330528d_2017-05-02,14.844
air_21f5052d5330528d_2017-05-03,20.890
air_21f5052d5330528d_2017-05-04,27.497
air_21f5052d5330528d_2017-05-05,33.524
air_21f5052d5330528d_2017-05-06,45.164
air_21f5052d5330528d_2017-05-07,47.905
air_21f5052d5330528d_2017-05-08,28.446
air_21f5052d5330528d_2017-05-09,14.844
air_21f5052d5330528d_2017-05-10,20.890
air_21f5052d5330528d_2017-05-11,27.497
air_21f5052d5330528d_2017-05-12,33.524
air_21f5052d5330528d_2017-05-13,45.164
air_21f5052d5330528d_2017-05-14,47.905
air_21f5052d5330528d_2017-05-15,28.446
air_21f5052d5330528d_2017-05-16,14.844
air_21f5052d5330528d_2017-05-17,20.890
air_21f5052d5330528d_2017-05-18,27.497
air_21f5052d5330528d_2017-05-19,33.524
air_21f5052d5330528d_2017-05-20,45.164
air_21f5052d5330528d_2017-05-21,47.905
air_21f5052d5330528d_2017-05-22,28.446
air_21f5052d5330528d_2017-05-23,14.844
air_21f5052d5330528d_2017-05-24,20.890
air_21f5052d5330528d_2017-05-25,27.497
air_21f5052d5330528d_2017-05-26,33.524
air_21f5052d5330528d_2017-05-27,45.164
air_21f5052d5330528d_2017-05-28,47.905
air_21f5052d5330528d_2017-05-29,28.446
air_21f5052d5330528d_2017-05-30,14.844
air_21f5052d5330528d_2017-05-31,20.890
air_220cba70c890b119_2017-04-23,19.047
air_220cba70c890b119_2017-04-24,7.824
air_220cba70c890b119_2017-04-25,6.227
air_220cba70c890b119_2017-04-26,5.290
air_220cba70c890b119_2017-04-27,5.689
air_220cba70c890b119_2017-04-28,6.553
air_220cba70c890b119_2017-04-29,15.722
air_220cba70c890b119_2017-04-30,19.047
air_220cba70c890b119_2017-05-01,7.824
air_220cba70c890b119_2017-05-02,6.227
air_220cba70c890b119_2017-05-03,5.290
air_220cba70c890b119_2017-05-04,5.689
air_220cba70c890b119_2017-05-05,6.553
air_220cba70c890b119_2017-05-06,15.722
air_220cba70c890b119_2017-05-07,19.047
air_220cba70c890b119_2017-05-08,7.824
air_220cba70c890b119_2017-05-09,6.227
air_220cba70c890b119_2017-05-10,5.290
air_220cba70c890b119_2017-05-11,5.689
air_220cba70c890b119_2017-05-12,6.553
air_220cba70c890b119_2017-05-13,15.722
air_220cba70c890b119_2017-05-14,19.047
air_220cba70c890b119_2017-05-15,7.824
air_220cba70c890b119_2017-05-16,6.227
air_220cba70c890b119_2017-05-17,5.290
air_220cba70c890b119_2017-05-18,5.689
air_220cba70c890b119_2017-05-19,6.553
air_220cba70c890b119_2017-05-20,15.722
air_220cba70c890b119_2017-05-21,19.047
air_220cba70c890b119_2017-05-22,7.824
air_220cba70c890b119_2017-05-23,6.227
air_220cba70c890b119_2017-05-24,5.290
air_220cba70c890b119_2017-05-25,5.689
air_220cba70c890b119_2017-05-26,6.553
air_220cba70c890b119_2017-05-27,15.722
air_220cba70c890b119_2017-05-28,19.047
air_220cba70c890b119_2017-05-29,7.824
air_220cba70c890b119_2017-05-30,6.227
air_220cba70c890b119_2017-05-31,5.290
air_22682e965418936f_2017-04-23,7.617
air_22682e965418936f_2017-04-24,3.886
air_22682e965418936f_2017-04-25,6.938
air_22682e965418936f_2017-04-26,7.101
air_22682e965418936f_2017-04-27,5.674
air_22682e965418936f_2017-04-28,7.782
air_22682e965418936f_2017-04-29,12.744
air_22682e965418936f_2017-04-30,7.617
air_22682e965418936f_2017-05-01,3.886
air_22682e965418936f_2017-05-02,6.938
air_22682e965418936f_2017-05-03,7.101
air_22682e965418936f_2017-05-04,5.674
air_22682e965418936f_2017-05-05,7.782
air_22682e965418936f_2017-05-06,12.744
air_22682e965418936f_2017-05-07,7.617
air_22682e965418936f_2017-05-08,3.886
air_22682e965418936f_2017-05-09,6.938
air_22682e965418936f_2017-05-10,7.101
air_22682e965418936f_2017-05-11,5.674
air_22682e965418936f_2017-05-12,7.782
air_22682e965418936f_2017-05-13,12.744
air_22682e965418936f_2017-05-14,7.617
air_22682e965418936f_2017-05-15,3.886
air_22682e965418936f_2017-05-16,6.938
air_22682e965418936f_2017-05-17,7.101
air_22682e965418936f_2017-05-18,5.674
air_22682e965418936f_2017-05-19,7.782
air_22682e965418936f_2017-05-20,12.744
air_22682e965418936f_2017-05-21,7.617
air_22682e965418936f_2017-05-22,3.886
air_22682e965418936f_2017-05-23,6.938
air_22682e965418936f_2017-05-24,7.101
air_22682e965418936f_2017-05-25,5.674
air_22682e965418936f_2017-05-26,7.782
air_22682e965418936f_2017-05-27,12.744
air_22682e965418936f_2017-05-28,7.617
air_22682e965418936f_2017-05-29,3.886
air_22682e965418936f_2017-05-30,6.938
air_22682e965418936f_2017-05-31,7.101
air_228f10bec0bda9c8_2017-04-23,7.587
air_228f10bec0bda9c8_2017-04-24,4.680
air_228f10bec0bda9c8_2017-04-25,14.244
air_228f10bec0bda9c8_2017-04-26,18.293
air_228f10bec0bda9c8_2017-04-27,18.443
air_228f10bec0bda9c8_2017-04-28,18.975
air_228f10bec0bda9c8_2017-04-29,13.738
air_228f10bec0bda9c8_2017-04-30,7.587
air_228f10bec0bda9c8_2017-05-01,4.680
air_228f10bec0bda9c8_2017-05-02,14.244
air_228f10bec0bda9c8_2017-05-03,18.293
air_228f10bec0bda9c8_2017-05-04,18.443
air_228f10bec0bda9c8_2017-05-05,18.975
air_228f10bec0bda9c8_2017-05-06,13.738
air_228f10bec0bda9c8_2017-05-07,7.587
air_228f10bec0bda9c8_2017-05-08,4.680
air_228f10bec0bda9c8_2017-05-09,14.244
air_228f10bec0bda9c8_2017-05-10,18.293
air_228f10bec0bda9c8_2017-05-11,18.443
air_228f10bec0bda9c8_2017-05-12,18.975
air_228f10bec0bda9c8_2017-05-13,13.738
air_228f10bec0bda9c8_2017-05-14,7.587
air_228f10bec0bda9c8_2017-05-15,4.680
air_228f10bec0bda9c8_2017-05-16,14.244
air_228f10bec0bda9c8_2017-05-17,18.293
air_228f10bec0bda9c8_2017-05-18,18.443
air_228f10bec0bda9c8_2017-05-19,18.975
air_228f10bec0bda9c8_2017-05-20,13.738
air_228f10bec0bda9c8_2017-05-21,7.587
air_228f10bec0bda9c8_2017-05-22,4.680
air_228f10bec0bda9c8_2017-05-23,14.244
air_228f10bec0bda9c8_2017-05-24,18.293
air_228f10bec0bda9c8_2017-05-25,18.443
air_228f10bec0bda9c8_2017-05-26,18.975
air_228f10bec0bda9c8_2017-05-27,13.738
air_228f10bec0bda9c8_2017-05-28,7.587
air_228f10bec0bda9c8_2017-05-29,4.680
air_228f10bec0bda9c8_2017-05-30,14.244
air_228f10bec0bda9c8_2017-05-31,18.293
air_232dcee6f7c51d37_2017-04-23,7.389
air_232dcee6f7c51d37_2017-04-24,5.454
air_232dcee6f7c51d37_2017-04-25,5.460
air_232dcee6f7c51d37_2017-04-26,5.177
air_232dcee6f7c51d37_2017-04-27,4.590
air_232dcee6f7c51d37_2017-04-28,6.004
air_232dcee6f7c51d37_2017-04-29,6.978
air_232dcee6f7c51d37_2017-04-30,7.389
air_232dcee6f7c51d37_2017-05-01,5.454
air_232dcee6f7c51d37_2017-05-02,5.460
air_232dcee6f7c51d37_2017-05-03,5.177
air_232dcee6f7c51d37_2017-05-04,4.590
air_232dcee6f7c51d37_2017-05-05,6.004
air_232dcee6f7c51d37_2017-05-06,6.978
air_232dcee6f7c51d37_2017-05-07,7.389
air_232dcee6f7c51d37_2017-05-08,5.454
air_232dcee6f7c51d37_2017-05-09,5.460
air_232dcee6f7c51d37_2017-05-10,5.177
air_232dcee6f7c51d37_2017-05-11,4.590
air_232dcee6f7c51d37_2017-05-12,6.004
air_232dcee6f7c51d37_2017-05-13,6.978
air_232dcee6f7c51d37_2017-05-14,7.389
air_232dcee6f7c51d37_2017-05-15,5.454
air_232dcee6f7c51d37_2017-05-16,5.460
air_232dcee6f7c51d37_2017-05-17,5.177
air_232dcee6f7c51d37_2017-05-18,4.590
air_232dcee6f7c51d37_2017-05-19,6.004
air_232dcee6f7c51d37_2017-05-20,6.978
air_232dcee6f7c51d37_2017-05-21,7.389
air_232dcee6f7c51d37_2017-05-22,5.454
air_232dcee6f7c51d37_2017-05-23,5.460
